user_id,user_code,email,gender,age,city_id,join_date,membership_tier,wallet_balance_inr,is_fleet_user
81,USR-00081,user81@evmail.in,Female,19,5,2021-06-01,Platinum,57.77,No
82,USR-00082,user82@evmail.in,Female,26,9,2022-11-27,Platinum,1311.38,No
83,USR-00083,user83@evmail.in,Other,32,7,2021-05-03,Gold,2857.49,Yes
84,USR-00084,user84@evmail.in,Male,56,8,2022-04-12,Gold,390.87,Yes
85,USR-00085,user85@evmail.in,Male,36,10,2021-02-27,Gold,2271.5,No
86,USR-00086,user86@evmail.in,Female,30,7,2022-07-02,Gold,2270.7,No
87,USR-00087,user87@evmail.in,Other,40,10,2022-10-06,Silver,224.48,No
88,USR-00088,user88@evmail.in,Male,51,5,2021-08-12,Platinum,617.31,No
89,USR-00089,user89@evmail.in,Female,55,7,2021-07-19,Basic,673.75,No
90,USR-00090,user90@evmail.in,Female,42,3,2021-04-18,Basic,604.8,No
91,USR-00091,user91@evmail.in,Other,52,7,2022-08-14,Platinum,2176.93,Yes
92,USR-00092,user92@evmail.in,Other,26,5,2021-04-30,Gold,4039.57,No
93,USR-00093,user93@evmail.in,Other,61,9,2021-05-03,Platinum,2415.58,Yes
94,USR-00094,user94@evmail.in,Female,42,2,2021-11-22,Silver,4195.94,No
95,USR-00095,user95@evmail.in,Male,22,5,2022-11-17,Gold,4109.3,No
96,USR-00096,user96@evmail.in,Male,63,3,2022-06-04,Silver,1611.45,No
97,USR-00097,user97@evmail.in,Female,27,3,2022-06-08,Gold,4139.02,No
98,USR-00098,user98@evmail.in,Other,38,1,2023-01-01,Gold,3001.02,Yes
99,USR-00099,user99@evmail.in,Male,41,8,2022-07-01,Basic,1697.4,Yes
100,USR-00100,user100@evmail.in,Female,64,1,2021-04-01,Silver,1652.29,Yes
101,USR-00101,user101@evmail.in,Other,35,4,2022-09-02,Gold,4592.71,Yes
102,USR-00102,user102@evmail.in,Other,32,6,2021-04-14,Gold,3319.41,Yes
103,USR-00103,user103@evmail.in,Other,63,3,2022-08-25,Basic,33.14,Yes
104,USR-00104,user104@evmail.in,Female,34,3,2021-05-19,Silver,3627.69,No
105,USR-00105,user105@evmail.in,Male,52,2,2022-03-20,Platinum,2559.97,No
106,USR-00106,user106@evmail.in,Other,47,4,2021-02-03,Platinum,2958.7,Yes
107,USR-00107,user107@evmail.in,Male,24,5,2022-11-16,Basic,2135.42,Yes
108,USR-00108,user108@evmail.in,Male,49,4,2022-09-29,Basic,2511.24,Yes
109,USR-00109,user109@evmail.in,Other,42,1,2021-02-03,Silver,4307.58,Yes
110,USR-00110,user110@evmail.in,Female,51,7,2022-01-14,Platinum,4053.84,No
111,USR-00111,user111@evmail.in,Female,46,6,2021-08-03,Gold,3881.51,No
112,USR-00112,user112@evmail.in,Male,62,3,2021-10-31,Gold,2511.34,Yes
113,USR-00113,user113@evmail.in,Other,27,4,2021-08-14,Gold,1554.08,Yes
114,USR-00114,user114@evmail.in,Female,30,3,2021-03-18,Gold,583.78,No
115,USR-00115,user115@evmail.in,Other,29,9,2021-02-05,Basic,1655.59,Yes
116,USR-00116,user116@evmail.in,Female,32,5,2022-01-22,Silver,2553.92,No
117,USR-00117,user117@evmail.in,Female,46,3,2022-12-25,Platinum,2364.08,No
118,USR-00118,user118@evmail.in,Male,52,7,2021-01-06,Silver,2701.68,No
119,USR-00119,user119@evmail.in,Other,62,5,2022-02-07,Platinum,395.15,Yes
120,USR-00120,user120@evmail.in,Female,38,1,2021-04-01,Silver,361.28,Yes
121,USR-00121,user121@evmail.in,Female,56,7,2021-06-12,Silver,513.61,Yes
122,USR-00122,user122@evmail.in,Male,60,7,2022-08-23,Basic,2403.82,No
123,USR-00123,user123@evmail.in,Female,32,2,2022-04-13,Basic,3177.85,Yes
124,USR-00124,user124@evmail.in,Male,35,1,2021-12-01,Gold,1777.36,No
125,USR-00125,user125@evmail.in,Other,47,5,2022-01-06,Gold,1356.1,Yes
126,USR-00126,user126@evmail.in,Other,57,4,2022-10-23,Platinum,483.42,Yes
127,USR-00127,user127@evmail.in,Male,33,6,2022-05-14,Gold,3927.46,No
128,USR-00128,user128@evmail.in,Female,57,3,2021-04-04,Platinum,142.45,Yes
129,USR-00129,user129@evmail.in,Other,37,1,2022-06-05,Silver,1472.46,No
130,USR-00130,user130@evmail.in,Other,62,6,2021-01-03,Gold,4068.61,No
131,USR-00131,user131@evmail.in,Other,50,2,2021-07-07,Basic,4189.35,No
132,USR-00132,user132@evmail.in,Male,63,9,2021-11-14,Silver,578.02,Yes
133,USR-00133,user133@evmail.in,Female,31,8,2021-04-20,Platinum,2185.52,Yes
134,USR-00134,user134@evmail.in,Female,36,9,2022-08-24,Basic,4762.89,Yes
135,USR-00135,user135@evmail.in,Male,28,4,2022-09-03,Silver,1145.56,No
136,USR-00136,user136@evmail.in,Male,46,5,2021-06-10,Basic,1449.19,Yes
137,USR-00137,user137@evmail.in,Other,65,2,2022-02-16,Silver,3987.78,No
138,USR-00138,user138@evmail.in,Female,64,5,2021-09-18,Platinum,1279.19,No
139,USR-00139,user139@evmail.in,Female,42,1,2022-05-20,Platinum,4298.14,No
140,USR-00140,user140@evmail.in,Male,61,7,2022-12-20,Platinum,1888.13,Yes
141,USR-00141,user141@evmail.in,Male,25,3,2021-06-18,Silver,3937.22,Yes
142,USR-00142,user142@evmail.in,Male,50,2,2021-05-17,Platinum,4326.06,Yes
143,USR-00143,user143@evmail.in,Female,46,8,2021-06-12,Silver,2133.31,Yes
144,USR-00144,user144@evmail.in,Male,18,10,2022-06-05,Gold,3609.61,No
145,USR-00145,user145@evmail.in,Other,28,10,2021-10-17,Basic,4500.67,No
146,USR-00146,user146@evmail.in,Female,52,7,2022-11-29,Gold,4942.69,Yes
147,USR-00147,user147@evmail.in,Female,59,3,2022-06-08,Gold,1027.92,No
148,USR-00148,user148@evmail.in,Other,53,9,2022-03-24,Basic,562.33,No
149,USR-00149,user149@evmail.in,Male,27,7,2022-01-07,Gold,906.58,Yes
150,USR-00150,user150@evmail.in,Female,53,7,2022-05-06,Basic,2369.2,Yes
151,USR-00151,user151@evmail.in,Other,64,5,2021-06-08,Silver,3946.42,No
152,USR-00152,user152@evmail.in,Male,62,9,2022-09-26,Platinum,3633.06,No
153,USR-00153,user153@evmail.in,Other,63,6,2021-06-15,Gold,2863.58,No
154,USR-00154,user154@evmail.in,Other,33,3,2022-10-18,Platinum,2869.04,Yes
155,USR-00155,user155@evmail.in,Female,30,2,2022-06-02,Platinum,1682.27,No
156,USR-00156,user156@evmail.in,Female,47,3,2021-08-19,Platinum,2598.33,No
157,USR-00157,user157@evmail.in,Other,31,8,2021-12-23,Gold,3941.56,No
158,USR-00158,user158@evmail.in,Female,23,2,2022-06-02,Platinum,1284.19,Yes
159,USR-00159,user159@evmail.in,Male,53,10,2022-01-12,Basic,4799.67,No
160,USR-00160,user160@evmail.in,Female,26,3,2021-10-16,Silver,1002.42,Yes
161,USR-00161,user161@evmail.in,Male,41,8,2021-11-12,Basic,165.79,Yes
162,USR-00162,user162@evmail.in,Other,24,2,2022-05-17,Gold,1539.74,Yes
163,USR-00163,user163@evmail.in,Male,65,5,2022-03-18,Silver,2063.49,No
164,USR-00164,user164@evmail.in,Male,22,8,2021-04-08,Gold,4964.11,Yes
165,USR-00165,user165@evmail.in,Other,51,2,2022-12-30,Platinum,486.24,No
166,USR-00166,user166@evmail.in,Other,56,5,2021-09-17,Basic,1559.33,Yes
167,USR-00167,user167@evmail.in,Male,51,6,2021-08-27,Basic,1907.1,No
168,USR-00168,user168@evmail.in,Male,42,8,2021-02-18,Platinum,907.54,Yes
169,USR-00169,user169@evmail.in,Female,25,10,2021-02-09,Basic,4004.82,Yes
170,USR-00170,user170@evmail.in,Female,37,8,2022-06-30,Silver,3373.13,Yes
171,USR-00171,user171@evmail.in,Female,54,6,2021-07-29,Platinum,4904.58,No
172,USR-00172,user172@evmail.in,Female,24,6,2021-04-06,Gold,1809.56,No
173,USR-00173,user173@evmail.in,Male,49,10,2022-06-15,Platinum,35.57,Yes
174,USR-00174,user174@evmail.in,Other,57,6,2022-02-20,Basic,4167.68,No
175,USR-00175,user175@evmail.in,Other,29,8,2022-06-05,Platinum,23.01,No
176,USR-00176,user176@evmail.in,Female,50,9,2022-01-18,Platinum,3771.62,Yes
177,USR-00177,user177@evmail.in,Other,56,9,2022-01-15,Platinum,1002.33,No
178,USR-00178,user178@evmail.in,Female,55,9,2021-12-10,Gold,4146.39,Yes
179,USR-00179,user179@evmail.in,Female,49,7,2022-03-27,Basic,841.08,Yes
180,USR-00180,user180@evmail.in,Female,49,3,2021-08-18,Platinum,4425.1,No
181,USR-00181,user181@evmail.in,Female,65,10,2021-11-24,Gold,2591.21,No
182,USR-00182,user182@evmail.in,Female,55,7,2021-04-08,Gold,4862.23,Yes
183,USR-00183,user183@evmail.in,Other,65,6,2022-01-04,Silver,1375.38,No
184,USR-00184,user184@evmail.in,Other,20,5,2022-02-08,Silver,1265.94,No
185,USR-00185,user185@evmail.in,Female,28,4,2021-10-05,Basic,2795.79,No
186,USR-00186,user186@evmail.in,Female,38,9,2021-04-16,Silver,3208.41,No
187,USR-00187,user187@evmail.in,Male,46,6,2022-12-05,Gold,1398.29,Yes
188,USR-00188,user188@evmail.in,Male,41,8,2021-07-13,Silver,2660.48,Yes
189,USR-00189,user189@evmail.in,Female,55,9,2021-12-17,Silver,932.65,Yes
190,USR-00190,user190@evmail.in,Other,42,4,2021-11-11,Gold,4880.09,Yes
191,USR-00191,user191@evmail.in,Female,32,5,2022-12-03,Platinum,1045.16,No
192,USR-00192,user192@evmail.in,Male,64,2,2022-01-06,Platinum,1092.12,No
193,USR-00193,user193@evmail.in,Male,20,1,2022-02-14,Silver,2038.06,Yes
194,USR-00194,user194@evmail.in,Other,55,9,2021-09-26,Platinum,1029.88,No
195,USR-00195,user195@evmail.in,Female,59,7,2021-09-10,Platinum,1332.39,No
196,USR-00196,user196@evmail.in,Male,31,7,2022-11-24,Silver,4517.14,Yes
197,USR-00197,user197@evmail.in,Female,34,10,2021-04-07,Basic,1678.37,Yes
198,USR-00198,user198@evmail.in,Other,36,1,2021-01-06,Basic,266.86,Yes
199,USR-00199,user199@evmail.in,Other,49,1,2022-07-02,Platinum,224.6,Yes
200,USR-00200,user200@evmail.in,Male,43,10,2022-01-31,Gold,4883.77,No
201,USR-00201,user201@evmail.in,Female,54,10,2021-09-16,Platinum,1010.92,Yes
202,USR-00202,user202@evmail.in,Female,23,4,2022-12-10,Gold,1258.06,No
203,USR-00203,user203@evmail.in,Female,35,8,2021-03-01,Platinum,2640.52,Yes
204,USR-00204,user204@evmail.in,Female,60,6,2022-12-09,Silver,2049.47,Yes
205,USR-00205,user205@evmail.in,Other,43,8,2022-12-03,Platinum,1670.6,No
206,USR-00206,user206@evmail.in,Male,58,1,2021-08-27,Basic,4707.2,Yes
207,USR-00207,user207@evmail.in,Male,31,4,2021-11-19,Basic,636.88,No
208,USR-00208,user208@evmail.in,Female,56,8,2022-04-17,Gold,4799.77,Yes
209,USR-00209,user209@evmail.in,Female,44,4,2022-04-22,Platinum,44.91,Yes
210,USR-00210,user210@evmail.in,Male,20,8,2021-05-19,Platinum,4225.11,No
211,USR-00211,user211@evmail.in,Female,35,2,2022-12-02,Basic,2479.79,No
212,USR-00212,user212@evmail.in,Other,61,9,2022-06-06,Gold,2206.84,No
213,USR-00213,user213@evmail.in,Male,32,9,2022-06-15,Gold,2587.72,No
214,USR-00214,user214@evmail.in,Female,39,8,2022-05-28,Gold,3450.5,Yes
215,USR-00215,user215@evmail.in,Other,26,5,2022-04-08,Platinum,923.51,Yes
216,USR-00216,user216@evmail.in,Male,25,10,2022-12-22,Platinum,2770.41,Yes
217,USR-00217,user217@evmail.in,Male,65,7,2022-04-14,Basic,2140.11,No
218,USR-00218,user218@evmail.in,Female,34,10,2021-08-05,Gold,4443.79,No
219,USR-00219,user219@evmail.in,Male,30,10,2022-05-26,Silver,4858.59,Yes
220,USR-00220,user220@evmail.in,Female,45,8,2021-03-31,Basic,4223.71,No
221,USR-00221,user221@evmail.in,Other,57,3,2021-10-25,Basic,620.99,No
222,USR-00222,user222@evmail.in,Other,20,3,2022-06-04,Silver,3035.26,No
223,USR-00223,user223@evmail.in,Male,19,7,2022-06-15,Silver,4551.27,No
224,USR-00224,user224@evmail.in,Female,18,7,2022-01-05,Silver,146.76,Yes
225,USR-00225,user225@evmail.in,Male,29,6,2022-03-26,Platinum,1042.4,Yes
226,USR-00226,user226@evmail.in,Male,58,1,2022-09-03,Gold,1075.01,No
227,USR-00227,user227@evmail.in,Female,26,1,2022-12-10,Silver,391.93,Yes
228,USR-00228,user228@evmail.in,Female,51,1,2021-01-22,Silver,4038.74,Yes
229,USR-00229,user229@evmail.in,Male,62,5,2021-07-09,Basic,2833.08,Yes
230,USR-00230,user230@evmail.in,Other,36,6,2022-03-03,Platinum,1087.57,No
231,USR-00231,user231@evmail.in,Other,46,8,2021-08-22,Silver,2934.56,Yes
232,USR-00232,user232@evmail.in,Other,61,5,2022-01-29,Gold,1183.51,Yes
233,USR-00233,user233@evmail.in,Other,28,6,2022-10-07,Platinum,726.7,Yes
234,USR-00234,user234@evmail.in,Female,35,9,2022-08-13,Silver,2934.41,Yes
235,USR-00235,user235@evmail.in,Male,41,9,2022-01-15,Gold,3232.61,No
236,USR-00236,user236@evmail.in,Other,64,9,2021-07-12,Basic,1682.72,No
237,USR-00237,user237@evmail.in,Male,21,10,2022-11-20,Basic,2875.94,No
238,USR-00238,user238@evmail.in,Other,50,5,2022-04-08,Platinum,1938.4,No
239,USR-00239,user239@evmail.in,Female,50,1,2021-01-06,Gold,2926.02,Yes
240,USR-00240,user240@evmail.in,Other,54,6,2022-12-01,Silver,3272.04,No
241,USR-00241,user241@evmail.in,Female,20,7,2021-01-03,Silver,4587.25,Yes
242,USR-00242,user242@evmail.in,Other,41,8,2021-11-05,Gold,3919.27,Yes
243,USR-00243,user243@evmail.in,Other,50,6,2022-01-26,Basic,4294.01,Yes
244,USR-00244,user244@evmail.in,Female,39,3,2021-10-01,Gold,2235.14,No
245,USR-00245,user245@evmail.in,Female,41,8,2021-08-15,Silver,1849.69,Yes
246,USR-00246,user246@evmail.in,Other,46,3,2022-05-24,Silver,4257.63,Yes
247,USR-00247,user247@evmail.in,Female,57,8,2021-05-01,Basic,85.13,Yes
248,USR-00248,user248@evmail.in,Female,56,5,2022-01-28,Gold,2737.1,No
249,USR-00249,user249@evmail.in,Other,44,10,2021-01-27,Platinum,4481.94,Yes
250,USR-00250,user250@evmail.in,Male,30,7,2021-10-22,Gold,3940.46,No
251,USR-00251,user251@evmail.in,Female,41,2,2022-07-28,Silver,1717.53,Yes
252,USR-00252,user252@evmail.in,Female,46,3,2021-09-27,Gold,3120.33,Yes
253,USR-00253,user253@evmail.in,Male,27,7,2022-02-27,Silver,2454.1,No
254,USR-00254,user254@evmail.in,Male,22,7,2021-12-28,Gold,4085.18,Yes
255,USR-00255,user255@evmail.in,Male,49,4,2022-03-25,Basic,279.41,No
256,USR-00256,user256@evmail.in,Other,33,6,2022-01-22,Gold,1765.96,No
257,USR-00257,user257@evmail.in,Male,25,6,2021-10-13,Platinum,4960.51,Yes
258,USR-00258,user258@evmail.in,Other,48,4,2021-12-16,Platinum,2073.81,Yes
259,USR-00259,user259@evmail.in,Female,18,9,2021-04-14,Gold,4942.56,Yes
260,USR-00260,user260@evmail.in,Female,63,1,2021-08-05,Basic,1468.52,Yes
261,USR-00261,user261@evmail.in,Female,39,8,2022-10-03,Platinum,2795.78,Yes
262,USR-00262,user262@evmail.in,Other,55,2,2021-04-01,Platinum,2915.35,Yes
263,USR-00263,user263@evmail.in,Female,20,7,2021-06-11,Silver,4351.7,No
264,USR-00264,user264@evmail.in,Other,51,1,2021-07-14,Gold,3231.15,Yes
265,USR-00265,user265@evmail.in,Female,41,2,2022-11-28,Silver,2986.09,Yes
266,USR-00266,user266@evmail.in,Male,29,2,2021-12-19,Basic,808.82,No
267,USR-00267,user267@evmail.in,Other,63,1,2022-11-29,Silver,3429.86,Yes
268,USR-00268,user268@evmail.in,Female,33,4,2021-05-27,Platinum,2937.18,Yes
269,USR-00269,user269@evmail.in,Other,33,1,2021-02-19,Platinum,2593.8,Yes
270,USR-00270,user270@evmail.in,Other,31,9,2021-07-05,Gold,1416.63,No
271,USR-00271,user271@evmail.in,Female,46,9,2022-09-22,Platinum,2020.9,No
272,USR-00272,user272@evmail.in,Other,32,3,2022-12-24,Gold,2562.52,Yes
273,USR-00273,user273@evmail.in,Male,65,3,2022-03-06,Platinum,2174.82,No
274,USR-00274,user274@evmail.in,Other,44,5,2022-08-02,Gold,1374.07,Yes
275,USR-00275,user275@evmail.in,Other,53,5,2021-09-14,Silver,3832.48,Yes
276,USR-00276,user276@evmail.in,Female,44,8,2021-04-28,Silver,2211.72,No
277,USR-00277,user277@evmail.in,Other,62,9,2022-09-28,Platinum,2218.13,No
278,USR-00278,user278@evmail.in,Other,28,5,2021-04-17,Gold,1940.85,No
279,USR-00279,user279@evmail.in,Female,42,2,2022-02-22,Silver,4913.79,No
280,USR-00280,user280@evmail.in,Female,39,4,2022-09-29,Platinum,2016.88,Yes
281,USR-00281,user281@evmail.in,Female,18,4,2021-04-12,Silver,3133.03,Yes
282,USR-00282,user282@evmail.in,Female,35,9,2021-06-02,Platinum,1952.36,Yes
283,USR-00283,user283@evmail.in,Other,29,2,2021-02-23,Silver,2882.69,Yes
284,USR-00284,user284@evmail.in,Other,58,4,2021-02-20,Silver,1331.45,No
285,USR-00285,user285@evmail.in,Male,32,3,2022-06-25,Platinum,1038.94,No
286,USR-00286,user286@evmail.in,Male,42,9,2022-03-31,Basic,1018.76,No
287,USR-00287,user287@evmail.in,Other,51,8,2022-02-27,Gold,2478.86,Yes
288,USR-00288,user288@evmail.in,Female,38,1,2022-04-05,Platinum,3432.43,No
289,USR-00289,user289@evmail.in,Female,59,8,2021-02-22,Gold,4128.37,No
290,USR-00290,user290@evmail.in,Other,61,9,2021-12-03,Basic,270.56,No
291,USR-00291,user291@evmail.in,Other,26,6,2022-10-25,Platinum,3186.01,No
292,USR-00292,user292@evmail.in,Other,34,7,2022-04-09,Gold,1074.18,No
293,USR-00293,user293@evmail.in,Female,20,4,2022-07-16,Gold,2055.43,No
294,USR-00294,user294@evmail.in,Male,34,7,2022-01-03,Gold,887.86,Yes
295,USR-00295,user295@evmail.in,Male,61,5,2022-07-31,Platinum,2215.38,No
296,USR-00296,user296@evmail.in,Male,21,2,2021-12-20,Silver,1628.99,Yes
297,USR-00297,user297@evmail.in,Female,60,10,2021-07-10,Basic,4022.33,No
298,USR-00298,user298@evmail.in,Male,33,6,2021-03-30,Silver,1582.99,No
299,USR-00299,user299@evmail.in,Male,58,1,2021-06-24,Gold,4944.45,Yes
300,USR-00300,user300@evmail.in,Other,50,3,2021-01-05,Platinum,4495.21,No
301,USR-00301,user301@evmail.in,Female,60,4,2022-06-25,Basic,3897.08,Yes
302,USR-00302,user302@evmail.in,Other,24,4,2022-06-06,Basic,2011.06,Yes
303,USR-00303,user303@evmail.in,Male,41,8,2022-11-18,Silver,634.55,Yes
304,USR-00304,user304@evmail.in,Female,47,9,2022-04-03,Gold,2901.89,No
305,USR-00305,user305@evmail.in,Other,19,6,2021-04-09,Gold,4236.22,No
306,USR-00306,user306@evmail.in,Male,40,1,2021-01-11,Platinum,478.41,Yes
307,USR-00307,user307@evmail.in,Female,50,5,2022-05-26,Silver,223.74,Yes
308,USR-00308,user308@evmail.in,Other,65,8,2021-08-29,Gold,617.51,Yes
309,USR-00309,user309@evmail.in,Male,56,7,2022-10-15,Silver,4485.61,Yes
310,USR-00310,user310@evmail.in,Other,55,2,2021-11-16,Platinum,1437.5,Yes
311,USR-00311,user311@evmail.in,Female,46,8,2022-09-11,Silver,4832.13,Yes
312,USR-00312,user312@evmail.in,Male,23,1,2022-03-17,Silver,2217.35,Yes
313,USR-00313,user313@evmail.in,Female,45,2,2022-07-02,Platinum,1756.95,Yes
314,USR-00314,user314@evmail.in,Male,43,3,2022-05-20,Basic,4521.64,No
315,USR-00315,user315@evmail.in,Male,44,6,2021-07-28,Silver,1252.73,No
316,USR-00316,user316@evmail.in,Male,44,6,2022-01-20,Platinum,4700.88,Yes
317,USR-00317,user317@evmail.in,Other,48,4,2021-11-13,Basic,719.87,No
318,USR-00318,user318@evmail.in,Male,40,2,2022-12-25,Platinum,2749.3,Yes
319,USR-00319,user319@evmail.in,Male,38,7,2021-05-19,Platinum,4784.66,Yes
320,USR-00320,user320@evmail.in,Other,51,3,2022-10-08,Basic,4246.96,No
321,USR-00321,user321@evmail.in,Male,33,10,2022-06-08,Gold,3997.19,Yes
322,USR-00322,user322@evmail.in,Other,32,10,2022-05-11,Basic,3148.22,No
